query_id,metric,value,epsilon,mechanism
23849,P@10,0.9,15,ContextualMhl
23849,R@100,0.26804123711340205,15,ContextualMhl
23849,nDCG@10,0.7415617884338109,15,ContextualMhl
42255,P@10,0.6,15,ContextualMhl
42255,R@100,1.0,15,ContextualMhl
42255,nDCG@10,0.916606061550117,15,ContextualMhl
47210,P@10,1.0,15,ContextualMhl
47210,R@100,0.7162162162162162,15,ContextualMhl
47210,nDCG@10,0.9253580059349009,15,ContextualMhl
67316,P@10,0.7,15,ContextualMhl
67316,R@100,0.5087719298245614,15,ContextualMhl
67316,nDCG@10,0.6731924520731714,15,ContextualMhl
118440,P@10,0.2,15,ContextualMhl
118440,R@100,0.04608294930875576,15,ContextualMhl
118440,nDCG@10,0.16499520019977962,15,ContextualMhl
121171,P@10,0.8,15,ContextualMhl
121171,R@100,0.31797235023041476,15,ContextualMhl
121171,nDCG@10,0.6425551250362546,15,ContextualMhl
135802,P@10,0.8,15,ContextualMhl
135802,R@100,0.47058823529411764,15,ContextualMhl
135802,nDCG@10,0.8166675604307144,15,ContextualMhl
141630,P@10,1.0,15,ContextualMhl
141630,R@100,0.5254237288135594,15,ContextualMhl
141630,nDCG@10,0.8053213358298442,15,ContextualMhl
156498,P@10,0.5,15,ContextualMhl
156498,R@100,0.9166666666666666,15,ContextualMhl
156498,nDCG@10,0.500388101013175,15,ContextualMhl
169208,P@10,0.9,15,ContextualMhl
169208,R@100,0.9166666666666666,15,ContextualMhl
169208,nDCG@10,0.8497739237409478,15,ContextualMhl
174463,P@10,0.6,15,ContextualMhl
174463,R@100,0.3829787234042553,15,ContextualMhl
174463,nDCG@10,0.4540149837811532,15,ContextualMhl
258062,P@10,0.7,15,ContextualMhl
258062,R@100,0.7692307692307693,15,ContextualMhl
258062,nDCG@10,0.6410972825422131,15,ContextualMhl
324585,P@10,0.9,15,ContextualMhl
324585,R@100,1.0,15,ContextualMhl
324585,nDCG@10,0.92663607790064,15,ContextualMhl
330975,P@10,0.9,15,ContextualMhl
330975,R@100,0.8,15,ContextualMhl
330975,nDCG@10,0.7903363564647747,15,ContextualMhl
