id,text,obfuscatedText,mechanism,epsilon
1,ferroportin-1 in humans,teachout hub vaishnava,CMP,10
1,ferroportin-1 in humans,masako meech human,CMP,10
1,ferroportin-1 in humans,southerly windowless prevalence,CMP,10
1,ferroportin-1 in humans,depodesta courthouse intelligent,CMP,10
1,ferroportin-1 in humans,shōgun delisted humans,CMP,10
1,ferroportin-1 in humans,sodden caribbean perchlorate,CMP,10
1,ferroportin-1 in humans,messengers haynes xiamen,CMP,10
1,ferroportin-1 in humans,caged population capable,CMP,10
1,ferroportin-1 in humans,thorell harsh humans,CMP,10
1,ferroportin-1 in humans,landes team roughly,CMP,10
1,ferroportin-1 in humans,illinois fluently monkeys,CMP,10
1,ferroportin-1 in humans,broker destroy l'afrique,CMP,10
1,ferroportin-1 in humans,extremophiles moulded pounds,CMP,10
1,ferroportin-1 in humans,komusubi rods humans,CMP,10
1,ferroportin-1 in humans,nur pete 1-for-6,CMP,10
1,ferroportin-1 in humans,ofir in humans,CMP,10
1,ferroportin-1 in humans,pronouncing resistance specific,CMP,10
1,ferroportin-1 in humans,kamajors duty ape,CMP,10
1,ferroportin-1 in humans,inducements daily inflammation,CMP,10
1,ferroportin-1 in humans,overwritten pearl meteoroids,CMP,10
1,ferroportin-1 in humans,guanzheng 2.0 substitutions,CMP,10
1,ferroportin-1 in humans,monoester houston criminals,CMP,10
1,ferroportin-1 in humans,gotthold gov humans,CMP,10
1,ferroportin-1 in humans,procedurally votes humans,CMP,10
1,ferroportin-1 in humans,cornea pyrénées-orientales humans,CMP,10
1,ferroportin-1 in humans,wherry miyagi humans,CMP,10
1,ferroportin-1 in humans,helliniko 1994 laitman,CMP,10
1,ferroportin-1 in humans,vlan unidentified yangtze,CMP,10
1,ferroportin-1 in humans,bakersfield gay pipo,CMP,10
1,ferroportin-1 in humans,italo-turkish in jvm,CMP,10
1,ferroportin-1 in humans,sólo bears eas,CMP,10
1,ferroportin-1 in humans,choreography valero humans,CMP,10
1,ferroportin-1 in humans,komeito host subspecies,CMP,10
1,ferroportin-1 in humans,extirpated surplus dissolution,CMP,10
1,ferroportin-1 in humans,seraya stature microbes,CMP,10
1,ferroportin-1 in humans,underground in amino,CMP,10
1,ferroportin-1 in humans,shed united co-sanctioned,CMP,10
1,ferroportin-1 in humans,gandhinagar queueing humans,CMP,10
1,ferroportin-1 in humans,e/i rahimabad humans,CMP,10
1,ferroportin-1 in humans,seizinger performance beings,CMP,10
1,ferroportin-1 in humans,stoel deposition humans,CMP,10
1,ferroportin-1 in humans,1/2 merchant hosny,CMP,10
1,ferroportin-1 in humans,kelvingrove in scientists,CMP,10
