query_id,metric,value,epsilon,mechanism
1,P@10,0.0,17.5,VickreyCMP
1,R@100,0.0,17.5,VickreyCMP
1,nDCG@10,0.0,17.5,VickreyCMP
2,P@10,0.4,17.5,VickreyCMP
2,R@100,0.16831683168316833,17.5,VickreyCMP
2,nDCG@10,0.37004428214682733,17.5,VickreyCMP
3,P@10,0.3,17.5,VickreyCMP
3,R@100,0.06629834254143646,17.5,VickreyCMP
3,nDCG@10,0.18925045943329133,17.5,VickreyCMP
4,P@10,0.2,17.5,VickreyCMP
4,R@100,0.13333333333333333,17.5,VickreyCMP
4,nDCG@10,0.22400556151517553,17.5,VickreyCMP
5,P@10,0.0,17.5,VickreyCMP
5,R@100,0.0,17.5,VickreyCMP
5,nDCG@10,0.0,17.5,VickreyCMP
6,P@10,0.3,17.5,VickreyCMP
6,R@100,0.031914893617021274,17.5,VickreyCMP
6,nDCG@10,0.41528076708874123,17.5,VickreyCMP
7,P@10,0.6,17.5,VickreyCMP
7,R@100,0.21739130434782608,17.5,VickreyCMP
7,nDCG@10,0.3482095134374321,17.5,VickreyCMP
8,P@10,0.2,17.5,VickreyCMP
8,R@100,0.14906832298136646,17.5,VickreyCMP
8,nDCG@10,0.28371255449703187,17.5,VickreyCMP
9,P@10,0.0,17.5,VickreyCMP
9,R@100,0.0,17.5,VickreyCMP
9,nDCG@10,0.0,17.5,VickreyCMP
10,P@10,0.0,17.5,VickreyCMP
10,R@100,0.0,17.5,VickreyCMP
10,nDCG@10,0.0,17.5,VickreyCMP
11,P@10,0.4,17.5,VickreyCMP
11,R@100,0.10810810810810811,17.5,VickreyCMP
11,nDCG@10,0.2676271583875319,17.5,VickreyCMP
12,P@10,0.4,17.5,VickreyCMP
12,R@100,0.0390625,17.5,VickreyCMP
12,nDCG@10,0.2274695120486713,17.5,VickreyCMP
13,P@10,0.2,17.5,VickreyCMP
13,R@100,0.16666666666666666,17.5,VickreyCMP
13,nDCG@10,0.11985872861000964,17.5,VickreyCMP
14,P@10,0.0,17.5,VickreyCMP
14,R@100,0.047619047619047616,17.5,VickreyCMP
14,nDCG@10,0.0,17.5,VickreyCMP
15,P@10,0.3,17.5,VickreyCMP
15,R@100,0.1,17.5,VickreyCMP
15,nDCG@10,0.14906259264736504,17.5,VickreyCMP
16,P@10,0.5,17.5,VickreyCMP
16,R@100,0.16326530612244897,17.5,VickreyCMP
16,nDCG@10,0.5274843474806428,17.5,VickreyCMP
17,P@10,0.0,17.5,VickreyCMP
17,R@100,0.0,17.5,VickreyCMP
17,nDCG@10,0.0,17.5,VickreyCMP
18,P@10,0.0,17.5,VickreyCMP
18,R@100,0.0,17.5,VickreyCMP
18,nDCG@10,0.0,17.5,VickreyCMP
19,P@10,0.0,17.5,VickreyCMP
19,R@100,0.0,17.5,VickreyCMP
19,nDCG@10,0.0,17.5,VickreyCMP
20,P@10,0.3,17.5,VickreyCMP
20,R@100,0.12931034482758622,17.5,VickreyCMP
20,nDCG@10,0.17244657047415124,17.5,VickreyCMP
21,P@10,0.6,17.5,VickreyCMP
21,R@100,0.3125,17.5,VickreyCMP
21,nDCG@10,0.4996805452188857,17.5,VickreyCMP
22,P@10,0.8,17.5,VickreyCMP
22,R@100,0.13333333333333333,17.5,VickreyCMP
22,nDCG@10,0.592502559507145,17.5,VickreyCMP
23,P@10,0.7,17.5,VickreyCMP
23,R@100,0.3227848101265823,17.5,VickreyCMP
23,nDCG@10,0.39427486044279786,17.5,VickreyCMP
24,P@10,0.8,17.5,VickreyCMP
24,R@100,0.34615384615384615,17.5,VickreyCMP
24,nDCG@10,0.6356249416863219,17.5,VickreyCMP
25,P@10,0.0,17.5,VickreyCMP
25,R@100,0.125,17.5,VickreyCMP
25,nDCG@10,0.0,17.5,VickreyCMP
26,P@10,0.8,17.5,VickreyCMP
26,R@100,0.2553191489361702,17.5,VickreyCMP
26,nDCG@10,0.43215727730441683,17.5,VickreyCMP
27,P@10,0.5,17.5,VickreyCMP
27,R@100,0.3103448275862069,17.5,VickreyCMP
27,nDCG@10,0.2173149287966381,17.5,VickreyCMP
28,P@10,0.0,17.5,VickreyCMP
28,R@100,0.0,17.5,VickreyCMP
28,nDCG@10,0.0,17.5,VickreyCMP
29,P@10,0.0,17.5,VickreyCMP
29,R@100,0.0,17.5,VickreyCMP
29,nDCG@10,0.0,17.5,VickreyCMP
30,P@10,0.2,17.5,VickreyCMP
30,R@100,0.05454545454545454,17.5,VickreyCMP
30,nDCG@10,0.10863035642611493,17.5,VickreyCMP
31,P@10,0.3,17.5,VickreyCMP
31,R@100,0.11594202898550725,17.5,VickreyCMP
31,nDCG@10,0.3932783996463063,17.5,VickreyCMP
32,P@10,0.8,17.5,VickreyCMP
32,R@100,0.11693548387096774,17.5,VickreyCMP
32,nDCG@10,0.42271283021080086,17.5,VickreyCMP
33,P@10,0.2,17.5,VickreyCMP
33,R@100,0.078125,17.5,VickreyCMP
33,nDCG@10,0.13568544539116628,17.5,VickreyCMP
34,P@10,0.1,17.5,VickreyCMP
34,R@100,0.22580645161290322,17.5,VickreyCMP
34,nDCG@10,0.07336392209936005,17.5,VickreyCMP
35,P@10,0.8,17.5,VickreyCMP
35,R@100,0.13284132841328414,17.5,VickreyCMP
35,nDCG@10,0.41003425899441415,17.5,VickreyCMP
36,P@10,0.8,17.5,VickreyCMP
36,R@100,0.047244094488188976,17.5,VickreyCMP
36,nDCG@10,0.4769354769543281,17.5,VickreyCMP
37,P@10,0.3,17.5,VickreyCMP
37,R@100,0.28859060402684567,17.5,VickreyCMP
37,nDCG@10,0.12309285273278041,17.5,VickreyCMP
38,P@10,0.0,17.5,VickreyCMP
38,R@100,0.01182033096926714,17.5,VickreyCMP
38,nDCG@10,0.0,17.5,VickreyCMP
39,P@10,0.0,17.5,VickreyCMP
39,R@100,0.0031545741324921135,17.5,VickreyCMP
39,nDCG@10,0.0,17.5,VickreyCMP
40,P@10,0.2,17.5,VickreyCMP
40,R@100,0.11552346570397112,17.5,VickreyCMP
40,nDCG@10,0.2674859484828555,17.5,VickreyCMP
41,P@10,1.0,17.5,VickreyCMP
41,R@100,0.13402061855670103,17.5,VickreyCMP
41,nDCG@10,0.8202957064515055,17.5,VickreyCMP
42,P@10,0.8,17.5,VickreyCMP
42,R@100,0.05738880918220947,17.5,VickreyCMP
42,nDCG@10,0.5335367251808844,17.5,VickreyCMP
43,P@10,0.2,17.5,VickreyCMP
43,R@100,0.020512820512820513,17.5,VickreyCMP
43,nDCG@10,0.1244541635112973,17.5,VickreyCMP
44,P@10,0.5,17.5,VickreyCMP
44,R@100,0.04468412942989214,17.5,VickreyCMP
44,nDCG@10,0.26316520489101763,17.5,VickreyCMP
45,P@10,0.0,17.5,VickreyCMP
45,R@100,0.00641025641025641,17.5,VickreyCMP
45,nDCG@10,0.0,17.5,VickreyCMP
46,P@10,0.0,17.5,VickreyCMP
46,R@100,0.005076142131979695,17.5,VickreyCMP
46,nDCG@10,0.0,17.5,VickreyCMP
47,P@10,0.3,17.5,VickreyCMP
47,R@100,0.057534246575342465,17.5,VickreyCMP
47,nDCG@10,0.3589542101716347,17.5,VickreyCMP
48,P@10,0.6,17.5,VickreyCMP
48,R@100,0.17419354838709677,17.5,VickreyCMP
48,nDCG@10,0.48882922182497546,17.5,VickreyCMP
49,P@10,0.8,17.5,VickreyCMP
49,R@100,0.2054794520547945,17.5,VickreyCMP
49,nDCG@10,0.6158461242977078,17.5,VickreyCMP
50,P@10,0.5,17.5,VickreyCMP
50,R@100,0.06291390728476821,17.5,VickreyCMP
50,nDCG@10,0.3359783036320114,17.5,VickreyCMP
