id,text,obfuscatedText,epsilon,mechanism
1,Ferroportin-1 in humans,who is onehealthport,17.5,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrofluid used for,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is dexamethasone used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is this medicine for ferrous,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is sucralfate used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,where is the femur in the human body,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is sucralfate used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is this medicine for ferrous,17.5,ContextualMhl
1,Ferroportin-1 in humans,how much blood for ferritin be taken out,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is human chorionic gonadotropin,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,is the iron-containing protein in muscle cells that controls oxygen uptake from red blood cells,17.5,ContextualMhl
1,Ferroportin-1 in humans,where was ferrooxidans isolated from,17.5,ContextualMhl
1,Ferroportin-1 in humans,define ferrous,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is this medicine for ferrous,17.5,ContextualMhl
1,Ferroportin-1 in humans,types of reservoirs of infection in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is this medicine for ferrous,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is amiodarone's action in human metabolism,17.5,ContextualMhl
1,Ferroportin-1 in humans,area of fepc molecule is,17.5,ContextualMhl
1,Ferroportin-1 in humans,what does albumin trasport,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is amiodarone's action in human metabolism,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is human blood value on a cbc,17.5,ContextualMhl
1,Ferroportin-1 in humans,is rennin is humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is this medicine for ferrous,17.5,ContextualMhl
1,Ferroportin-1 in humans,fma ingredients for a human,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is human neutrophil antibody,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is atorvastatin used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is atorvastatin used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,how long does it take to get fers disability,17.5,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,17.5,ContextualMhl
1,Ferroportin-1 in humans,fma ingredients for a human,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is amiodarone's action in human metabolism,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,17.5,ContextualMhl
1,Ferroportin-1 in humans,what repairs mitochondrial dna,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is laryngeal paralysis in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is sucralfate used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is human enhancement,17.5,ContextualMhl
1,Ferroportin-1 in humans,"the genetic condition _____ causes decreased absorption of a trace mineral and results in growth failure and red, scaly skin (especially around the scalp, eyes, and feet) in infants.",17.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,17.5,ContextualMhl
1,Ferroportin-1 in humans,is rennin is humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is felicio,17.5,ContextualMhl
1,Ferroportin-1 in humans,carbon nitrogen ratio in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is dexamethasone used for in humans,17.5,ContextualMhl
1,Ferroportin-1 in humans,what is dexamethasone used for in humans,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
10,NEIL1,callum neil,17.5,ContextualMhl
11,Carcinogenesis and hairless mice,meaning of hairless,17.5,ContextualMhl
