id,text,obfuscatedText,epsilon,mechanism
1,Ferroportin-1 in humans,what is cd1,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is a womens fertail window each month,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is the fmr1 gene,12.5,ContextualMhl
1,Ferroportin-1 in humans,when is the brain fully developed in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is f81 connector,12.5,ContextualMhl
1,Ferroportin-1 in humans,FGFR1 gene definition,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is human chorionic gonadotropin,12.5,ContextualMhl
1,Ferroportin-1 in humans,who is onehealthport,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrofluid used for,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is the molecule used to cut the gene for human insulin out of the human cell,12.5,ContextualMhl
1,Ferroportin-1 in humans,llium define in human body,12.5,ContextualMhl
1,Ferroportin-1 in humans,1 & 1 contact number,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is gda embolization,12.5,ContextualMhl
1,Ferroportin-1 in humans,cholesterol that is synthesized in the human body,12.5,ContextualMhl
1,Ferroportin-1 in humans,normal levels of ferritin range,12.5,ContextualMhl
1,Ferroportin-1 in humans,is rennin is humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,which developing system is vulnerable to teratogenic effect for the greatest period of prenatal development?,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what enzyme is more active in a human cell,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is atorvastatin used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is 1m3,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,where are human genes located,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what does albumin trasport,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,12.5,ContextualMhl
1,Ferroportin-1 in humans,is the iron-containing protein in muscle cells that controls oxygen uptake from red blood cells,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is canesten 1,12.5,ContextualMhl
1,Ferroportin-1 in humans,the is a fossa formed by the ilium ischium and pubis which the femoral head forms,12.5,ContextualMhl
1,Ferroportin-1 in humans,can statins cause diabetes in women,12.5,ContextualMhl
1,Ferroportin-1 in humans,bilirubin normal range for adults,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is bacitracin used for ncbi,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is atorvastatin used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is dexamethasone used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,pyrenees disease in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,is rennin is humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is the fmr1 gene,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,12.5,ContextualMhl
1,Ferroportin-1 in humans,can norethindrone be used in males,12.5,ContextualMhl
1,Ferroportin-1 in humans,pyrenees disease in humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,effects of deet on humans,12.5,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,12.5,ContextualMhl
1,Ferroportin-1 in humans,fma ingredients for a human,12.5,ContextualMhl
1,Ferroportin-1 in humans,dr sarah scheurich-payne npi number,12.5,ContextualMhl
1,Ferroportin-1 in humans,what kind of fermentation sometimes occurs in human muscle cells,12.5,ContextualMhl
1,Ferroportin-1 in humans,what human body system does erythropoietin regulate,12.5,ContextualMhl
10,NEIL1,callum neil,12.5,ContextualMhl
10,NEIL1,callum neil,12.5,ContextualMhl
10,NEIL1,callum neil,12.5,ContextualMhl
10,NEIL1,callum neil,12.5,ContextualMhl
10,NEIL1,callum neil,12.5,ContextualMhl
10,NEIL1,callum neil,12.5,ContextualMhl
10,NEIL1,callum neil,12.5,ContextualMhl
