id,text,obfuscatedText,epsilon,mechanism
1,Ferroportin-1 in humans,who is onehealthport,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrocon,15,ContextualCMP
1,Ferroportin-1 in humans,bamitol in humans,15,ContextualCMP
1,Ferroportin-1 in humans,where is the femur in the human body,15,ContextualCMP
1,Ferroportin-1 in humans,who is onehealthport,15,ContextualCMP
1,Ferroportin-1 in humans,what is this medicine for ferrous,15,ContextualCMP
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrocon,15,ContextualCMP
1,Ferroportin-1 in humans,who is onehealthport,15,ContextualCMP
1,Ferroportin-1 in humans,what is the fmr1 gene,15,ContextualCMP
1,Ferroportin-1 in humans,pyrenees disease in humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is serum ferritin,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrocon,15,ContextualCMP
1,Ferroportin-1 in humans,what is this medicine for ferrous,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrocon,15,ContextualCMP
1,Ferroportin-1 in humans,FGFR1 gene definition,15,ContextualCMP
1,Ferroportin-1 in humans,who is onehealthport,15,ContextualCMP
1,Ferroportin-1 in humans,is rennin is humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferritin in blood,15,ContextualCMP
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,15,ContextualCMP
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is the fmr1 gene,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferritin in blood,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrlecit,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrocon,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrocon,15,ContextualCMP
1,Ferroportin-1 in humans,"the genetic condition _____ causes decreased absorption of a trace mineral and results in growth failure and red, scaly skin (especially around the scalp, eyes, and feet) in infants.",15,ContextualCMP
1,Ferroportin-1 in humans,what is cd1,15,ContextualCMP
1,Ferroportin-1 in humans,what is atorvastatin used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,fma ingredients for a human,15,ContextualCMP
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,who is onehealthport,15,ContextualCMP
1,Ferroportin-1 in humans,what is epa1 gene,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferrocon,15,ContextualCMP
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,15,ContextualCMP
1,Ferroportin-1 in humans,who is onehealthport,15,ContextualCMP
1,Ferroportin-1 in humans,is rennin is humans,15,ContextualCMP
1,Ferroportin-1 in humans,where was ferrooxidans isolated from,15,ContextualCMP
1,Ferroportin-1 in humans,what is sucralfate used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is human chorionic gonadotropin,15,ContextualCMP
1,Ferroportin-1 in humans,what is this medicine for ferrous,15,ContextualCMP
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,15,ContextualCMP
1,Ferroportin-1 in humans,what is ferritin in blood,15,ContextualCMP
1,Ferroportin-1 in humans,is rennin is humans,15,ContextualCMP
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
10,NEIL1,callum neil,15,ContextualCMP
