id,text,obfuscatedText,epsilon,mechanism
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,what is atorvastatin used for in humans,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,what is this medicine for ferrous,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,what is mirtazapine used for in humans,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,area of fepc molecule is,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,what is amiodarone's action in human metabolism,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
1,Ferroportin-1 in humans,fma ingredients for a human,50,ContextualMhl
1,Ferroportin-1 in humans,what is the fmr1 gene,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,what is atorvastatin used for in humans,50,ContextualMhl
1,Ferroportin-1 in humans,what is this medicine for ferrous,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferritin in blood,50,ContextualMhl
1,Ferroportin-1 in humans,what is ferrocon,50,ContextualMhl
1,Ferroportin-1 in humans,tetrodotoxin effects on humans,50,ContextualMhl
